number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,48862.2,452.6000000000058,479.20000000000437,495.20000000000437,565.4000000000015,574.4000000000015,574.8000000000029,579.2000000000044,591.2000000000044,606.4000000000015,622.8000000000029
num_0+,56548.4,864.5999999999985,894.4000000000015,919.5999999999985,962.5999999999985,977.0,979.0,984.0,998.7999999999956,1005.1999999999971,1023.5999999999985
