number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,51732.6,377.8000000000029,1689.4000000000015,2400.4000000000015,2872.2000000000044,3327.5999999999985,3557.0,3724.800000000003,4000.5999999999985,4156.200000000004,4290.0
num_0+,68208.6,364.0,805.0,1152.7999999999884,1404.5999999999913,1643.5999999999913,1812.199999999997,1928.3999999999942,2037.199999999997,2116.399999999994,2192.399999999994
