number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,112509.8,38748.59999999999,42112.999999999985,44559.59999999999,45926.40000000001,49239.8,50003.59999999999,50846.59999999999,51517.8,52024.40000000001,52355.999999999985
num_0+,123075.4,30961.600000000006,33590.399999999994,34876.399999999994,35772.0,36519.399999999994,37110.0,37439.20000000001,37917.399999999994,38178.80000000002,38497.0
