number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,109331.0,335.8000000000029,445.3999999999942,641.3999999999942,724.8000000000029,801.6000000000058,873.3999999999942,955.1999999999971,1083.0,1134.199999999997,1235.6000000000058
num_0+,116675.8,383.0,454.0,568.1999999999971,630.0,751.5999999999913,790.0,836.3999999999942,865.1999999999971,925.5999999999913,1022.1999999999971
