number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,64438.8,19686.59999999999,25885.800000000003,31338.0,32029.399999999994,32454.59999999999,36266.8,36895.399999999994,37527.8,37946.0,38121.0
num_0+,68851.8,20561.0,23764.0,27818.199999999997,28756.399999999994,29036.0,29318.0,29700.199999999997,30175.199999999997,30381.399999999994,33493.2
