number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,119268.2,37540.40000000001,40753.000000000015,42391.8,43943.8,44895.8,45629.59999999999,46414.8,46944.59999999999,47317.2,47845.40000000001
num_0+,123085.4,32406.0,34999.399999999994,36354.20000000001,37478.20000000001,38165.20000000001,38725.20000000001,39239.600000000006,39825.80000000002,40349.80000000002,40640.80000000002
