number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,118145.0,7370.0,8248.0,9598.0,10338.0,11813.0,12409.0,12451.0,12647.0,12694.0,12801.0
num_0+,125813.0,7019.0,8143.0,10116.0,11044.0,12162.0,12538.0,12685.0,12961.0,13229.0,13956.0
