number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,62448.0,5928.0,7251.0,7610.0,7811.0,7934.0,8186.0,8568.0,9134.0,9273.0,9284.0
num_1,67932.0,3929.0,5447.0,6019.0,6150.0,6371.0,6924.0,7116.0,7153.0,7220.0,7364.0
num_2,68995.0,4343.0,5328.0,6274.0,6594.0,6636.0,6757.0,6808.0,6852.0,6885.0,7089.0
num_3-5,70722.0,4368.0,4872.0,5075.0,5534.0,5920.0,6106.0,6165.0,6275.0,6469.0,6513.0
num_5+,74227.0,3245.0,3831.0,4375.0,4544.0,4804.0,4924.0,5122.0,5202.0,5259.0,5283.0
