number,0h,0.5h,1h,1.5h,2h,2.5h,3h,3.5h,4h,4.5h,5h
num_0,99174.2,38341.40000000001,45794.2,48846.8,50358.59999999999,51990.8,52832.8,53344.2,53901.000000000015,57410.40000000001,57925.59999999999
num_0+,120610.8,36106.59999999999,38925.8,40877.2,42244.40000000001,43136.59999999999,43774.999999999985,44449.999999999985,44961.40000000001,47772.2,48202.2
